time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-10T02:42:25.084Z,5.865,126.2251,63.95,4.9,mb,,77,1.358,0.71,us,us7000ebly,2021-06-15T00:58:47.860Z,"55 km S of Pondaguitan, Philippines",earthquake,8.3,5.5,0.05,126,reviewed,us,us
2021-06-10T01:38:19.100Z,36.5373333,-121.1218333,4,2.54,md,48,73,0.01915,0.11,nc,nc73572136,2021-06-11T22:37:13.586Z,"2km ENE of Pinnacles, CA",earthquake,0.2,0.29,0.267,49,reviewed,nc,nc
2021-06-10T00:29:34.670Z,19.7155,-63.4486,99,4.1,md,14,330,2.3121,0.24,pr,pr2021161000,2021-06-10T01:28:53.415Z,"170 km NNW of The Valley, Anguilla",earthquake,4.07,9.81,0.15,7,reviewed,pr,pr
2021-06-09T22:53:34.223Z,-21.6708,-178.903,585.94,4.5,mb,,121,4.845,0.86,us,us7000ebl7,2021-06-09T23:11:24.040Z,"Fiji region",earthquake,13.9,8.8,0.077,50,reviewed,us,us
2021-06-09T22:42:31.424Z,23.8922,121.5497,11.72,4.1,mb,,98,0.283,0.35,us,us7000ebl6,2021-06-09T23:01:40.040Z,"10 km SSW of Hualien City, Taiwan",earthquake,1.8,4,0.174,9,reviewed,us,us
2021-06-09T22:00:32.830Z,3.3589,126.7077,35,4.5,mb,,110,2.652,0.52,us,us7000ebl0,2021-06-09T22:48:11.040Z,"231 km NW of Tobelo, Indonesia",earthquake,7.8,2,0.097,31,reviewed,us,us
2021-06-09T20:58:53.060Z,31.6677729,-104.3760014,6.465771484,2.6,ml,31,60,0.1063730426,0.3,tx,tx2021lgcn,2021-06-11T17:20:06.040Z,"56 km S of Whites City, New Mexico",earthquake,1.204255941,1.523487232,0.1,14,reviewed,tx,tx
2021-06-09T20:52:13.820Z,31.66225127,-104.3770296,6.979931641,2.6,ml,28,62,0.105687745,0.3,tx,tx2021lgch,2021-06-10T21:51:44.696Z,"56 km S of Whites City, New Mexico",earthquake,1.48430057,1.6316083210000003,0.1,14,reviewed,tx,tx
2021-06-09T20:45:26.765Z,31.66572352,-104.3730229,7.211303711,3.3,ml,36,61,0.1089483267,0.3,tx,tx2021lgcb,2021-06-15T20:51:01.040Z,"56 km S of Whites City, New Mexico",earthquake,0.8827913953999998,1.34532729,0.1,19,reviewed,tx,tx
2021-06-09T20:41:59.365Z,-14.182,167.2835,26.42,4.5,mb,,132,1.26,0.42,us,us7000eczm,2021-06-15T16:22:09.040Z,"44 km SW of Sola, Vanuatu",earthquake,10.1,4.7,0.383,3,reviewed,us,us
2021-06-09T20:41:25.955Z,-5.8034,141.2401,10,4.2,mb,,151,3.31,0.25,us,us7000eczn,2021-06-15T17:00:12.040Z,"35 km N of Kiunga, Papua New Guinea",earthquake,10.3,2,0.187,8,reviewed,us,us
2021-06-09T20:24:05.555Z,-13.7535,167.3066,203.35,4.3,mb,,224,1.686,0.63,us,us7000eczl,2021-06-15T13:35:21.040Z,"29 km WNW of Sola, Vanuatu",earthquake,18.7,9.2,0.154,12,reviewed,us,us
2021-06-09T19:55:21.110Z,40.3223333,-111.038,8.07,2.54,ml,28,63,0.1892,0.24,uu,uu60439132,2021-06-15T20:16:59.040Z,"18 km E of Independence, Utah",earthquake,0.49,1.62,0.179,3,reviewed,uu,uu
2021-06-09T19:52:50.880Z,40.3101667,-111.055,9.59,3.65,ml,48,61,0.1844,0.24,uu,uu60439137,2021-06-15T21:02:08.080Z,"17 km E of Independence, Utah",earthquake,0.42,0.67,0.149,34,reviewed,uu,uu
2021-06-09T19:50:10.056Z,61.7382,-149.6408,30.1,2.9,ml,,,,0.52,ak,ak0217cxli0e,2021-06-14T17:53:00.797Z,"12 km N of Meadow Lakes, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-06-09T19:47:00.227Z,10.1318,126.1527,51.81,4.4,mb,,66,3.095,0.85,us,us7000eczk,2021-06-15T12:56:31.040Z,"17 km NE of Santa Monica, Philippines",earthquake,9.4,7.5,0.123,19,reviewed,us,us
2021-06-09T18:49:36.060Z,5.8057,126.221,111.39,4.5,mb,,89,1.408,1.16,us,us7000ebjk,2021-06-14T17:45:48.040Z,"61 km S of Pondaguitan, Philippines",earthquake,7.3,6,0.081,45,reviewed,us,us
2021-06-09T15:03:49.110Z,17.918,-66.7445,5,3,md,18,200,0.1863,0.18,pr,pr2021160005,2021-06-10T11:36:48.967Z,"9 km SSW of Tallaboa, Puerto Rico",earthquake,0.59,0.39,0.13,7,reviewed,pr,pr
2021-06-09T13:51:36.370Z,35.873,-117.137,5.32,2.67,ml,18,122,0.1202,0.13,ci,ci39931192,2021-06-09T19:08:57.217Z,"25km ENE of Trona, CA",earthquake,0.39,1.6,0.132,25,automatic,ci,ci
2021-06-09T13:49:44.790Z,40.4403333,-124.2671667,28.42,2.52,md,19,103,0.06417,0.11,nc,nc73571931,2021-06-13T07:10:25.798Z,"13km N of Petrolia, CA",earthquake,0.36,0.63,0.287,36,reviewed,nc,nc
2021-06-09T13:43:06.333Z,61.3327,-150.9727,63.7,2.5,ml,,,,0.7,ak,ak0217ctze5l,2021-06-09T13:47:58.081Z,"22 km NNE of Beluga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-06-09T13:06:01.109Z,61.5505,-147.8035,19.5,3.7,ml,,,,0.59,ak,ak0217ctrg6k,2021-06-09T20:34:32.040Z,"29 km SSW of Glacier View, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-06-09T13:05:56.273Z,40.1811,142.3836,44.6,5,mww,,98,1.175,0.62,us,us7000ebfv,2021-06-11T17:37:35.147Z,"70 km NNE of Miyako, Japan",earthquake,7,5.5,0.078,16,reviewed,us,us
2021-06-09T12:38:47.613Z,56.463,-148.4037,10,4.2,mb,,143,2.635,0.46,us,us7000ebfp,2021-06-09T13:42:36.842Z,"267 km ESE of Chiniak, Alaska",earthquake,9,2,0.304,3,reviewed,us,us
2021-06-09T12:35:42.672Z,44.3058,-115.1924,10,2.5,ml,,65,0.932,0.76,us,us7000ebfm,2021-06-09T12:59:44.060Z,"22 km WNW of Stanley, Idaho",earthquake,2,2,0.055,44,reviewed,us,us
2021-06-09T12:21:35.420Z,18.8868,-64.2598,41,3.82,md,15,224,1.1754,0.52,pr,pr2021160004,2021-06-10T04:46:15.040Z,"83 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,5.52,19.21,0.13,8,reviewed,pr,pr
2021-06-09T12:02:32.560Z,17.9226,-66.8988,9,2.9,md,15,214,0.1528,0.1,pr,pr2021160003,2021-06-09T12:16:30.264Z,"5 km S of Guánica, Puerto Rico",earthquake,0.57,0.98,0.17,9,reviewed,pr,pr
2021-06-09T11:35:24.109Z,31.7308,69.7897,28.89,4.4,mb,,99,2.871,0.99,us,us7000ebf8,2021-06-09T11:51:55.040Z,"53 km NE of Zhob, Pakistan",earthquake,7.5,3.5,0.106,26,reviewed,us,us
2021-06-09T09:05:33.800Z,17.9228,-66.892,7,2.72,md,18,202,0.1592,0.19,pr,pr2021160002,2021-06-09T09:30:59.265Z,"5 km SSE of Guánica, Puerto Rico",earthquake,0.54,0.36,0.13,8,reviewed,pr,pr
2021-06-09T09:04:51.976Z,31.08649891,-103.3502651,3.380810547,2.5,ml,30,50,0.02548495215,0.3,tx,tx2021lfey,2021-06-09T18:56:40.865Z,"32 km WSW of Coyanosa, Texas",earthquake,1.099639676,1.153587347,0.1,14,reviewed,tx,tx
2021-06-09T08:27:23.132Z,35.5418,139.6555,139.82,4.5,mb,,110,1.483,0.9,us,us7000ebeb,2021-06-10T00:49:23.176Z,"6 km WNW of Kawasaki, Japan",earthquake,5.8,6.5,0.039,194,reviewed,us,us
2021-06-09T08:11:08.862Z,9.048,126.1196,83.22,4.5,mb,,103,2.037,0.79,us,us7000ebee,2021-06-09T11:11:52.040Z,"7 km NW of Gamut, Philippines",earthquake,10.5,7.4,0.069,62,reviewed,us,us
2021-06-09T08:09:31.994Z,19.33,-63.3089,22.93,4.4,mb,,144,1.292,0.94,us,us7000ebe4,2021-06-09T11:28:43.040Z,"126 km NNW of The Valley, Anguilla",earthquake,6.8,7.1,0.131,17,reviewed,us,us
